-1.00	+2.00	+9.00
-1.00	+3.00	+8.00
-1.00	+4.00	+9.00
-1.00	+4.00	+9.00
-1.00	+4.00	+7.00
-1.00	+6.00	+7.00
-1.00	+3.00	+8.00
-1.00	+3.00	+9.00
-1.00	+2.00	+9.00
-1.00	+4.00	+9.00
-1.00	+4.00	+7.00
-1.00	+6.00	+9.00
-1.00	+3.00	+9.00
-1.00	+6.00	+8.00
-1.00	+2.00	+7.00
-1.00	+3.00	+9.00
-1.00	+6.00	+9.00
-1.00	+4.00	+7.00
-1.00	+2.00	+8.00
-1.00	+2.00	+9.00
-1.00	+3.00	+9.00
-1.00	+2.00	+9.00
-1.00	+3.00	+8.00
-1.00	+3.00	+9.00
-1.00	+6.00	+9.00
-1.00	+6.00	+7.00
-1.00	+6.00	+7.00
-1.00	+2.00	+7.00
-1.00	+2.00	+7.00
-1.00	+4.00	+8.00
-1.00	+6.00	+7.00
-1.00	+2.00	+8.00
-1.00	+3.00	+9.00
-1.00	+4.00	+8.00
-1.00	+2.00	+7.00
-1.00	+4.00	+8.00
-1.00	+4.00	+9.00
-1.00	+6.00	+7.00
-1.00	+4.00	+7.00
-1.00	+4.00	+8.00
-1.00	+4.00	+8.00
-1.00	+2.00	+7.00
-1.00	+2.00	+7.00
-1.00	+2.00	+8.00
-1.00	+6.00	+9.00
-1.00	+4.00	+9.00
-1.00	+3.00	+7.00
-1.00	+3.00	+7.00
-1.00	+4.00	+8.00
-1.00	+4.00	+9.00
-1.00	+4.00	+9.00
-1.00	+3.00	+8.00
-1.00	+4.00	+9.00
-1.00	+6.00	+8.00
-1.00	+6.00	+8.00
-1.00	+3.00	+7.00
-1.00	+2.00	+8.00
-1.00	+4.00	+8.00
-1.00	+6.00	+7.00
-1.00	+6.00	+9.00
-1.00	+6.00	+9.00
-1.00	+3.00	+9.00
-1.00	+6.00	+9.00
-1.00	+4.00	+9.00
-1.00	+4.00	+8.00
-1.00	+3.00	+9.00
-1.00	+6.00	+8.00
-1.00	+4.00	+8.00
-1.00	+2.00	+8.00
-1.00	+3.00	+9.00
-1.00	+2.00	+8.00
-1.00	+2.00	+9.00
-1.00	+6.00	+8.00
-1.00	+4.00	+8.00
-1.00	+6.00	+8.00
-1.00	+4.00	+8.00
-1.00	+3.00	+9.00
-1.00	+6.00	+9.00
-1.00	+4.00	+8.00
-1.00	+2.00	+9.00
-1.00	+3.00	+9.00
-1.00	+4.00	+9.00
-1.00	+3.00	+8.00
-1.00	+4.00	+8.00
-1.00	+3.00	+9.00
-1.00	+2.00	+7.00
-1.00	+2.00	+8.00
-1.00	+6.00	+7.00
-1.00	+2.00	+8.00
-1.00	+4.00	+7.00
-1.00	+4.00	+8.00
-1.00	+4.00	+9.00
-1.00	+4.00	+8.00
-1.00	+3.00	+9.00
-1.00	+4.00	+7.00
-1.00	+3.00	+7.00
-1.00	+4.00	+7.00
-1.00	+6.00	+8.00
-1.00	+6.00	+9.00
-1.00	+2.00	+9.00
