-1.00	+9.21	+15.97
-1.00	+9.46	+14.24
-1.00	+17.43	+15.62
-1.00	+7.94	+17.63
-1.00	+12.14	+22.46
-1.00	+10.96	+21.05
-1.00	+17.44	+20.09
-1.00	+13.67	+24.05
-1.00	+20.67	+25.56
-1.00	+8.67	+22.32
-1.00	+21.42	+22.84
-1.00	+19.13	+27.76
-1.00	+16.80	+18.82
-1.00	+13.50	+19.55
-1.00	+11.35	+16.72
-1.00	+12.56	+23.00
-1.00	+14.52	+24.07
-1.00	+19.94	+26.30
-1.00	+10.50	+17.45
-1.00	+13.68	+21.94
-1.00	+13.84	+14.05
-1.00	+13.87	+17.69
-1.00	+16.33	+17.85
-1.00	+16.26	+21.85
-1.00	+12.85	+14.48
-1.00	+14.56	+19.06
-1.00	+11.45	+11.87
-1.00	+14.99	+20.08
-1.00	+11.83	+17.91
-1.00	+10.68	+21.47
-1.00	+16.86	+25.16
-1.00	+12.47	+18.96
-1.00	+6.95	+15.83
-1.00	+12.90	+17.34
-1.00	+19.56	+22.45
-1.00	+13.77	+22.25
-1.00	+9.86	+14.84
-1.00	+21.25	+22.31
-1.00	+17.13	+19.90
-1.00	+24.26	+22.55
-1.00	+15.85	+17.09
-1.00	+15.99	+17.05
-1.00	+12.93	+17.48
-1.00	+13.42	+17.92
-1.00	+11.60	+23.87
-1.00	+15.63	+18.18
-1.00	+9.24	+16.24
-1.00	+11.60	+18.63
-1.00	+17.60	+13.81
-1.00	+13.14	+21.12
-1.00	+14.60	+18.44
-1.00	+13.74	+24.60
-1.00	+16.96	+17.46
-1.00	+14.60	+18.65
-1.00	+15.23	+19.18
-1.00	+11.26	+20.28
-1.00	+16.22	+21.41
-1.00	+16.91	+19.42
-1.00	+10.27	+19.73
-1.00	+14.00	+22.10
-1.00	+14.77	+20.11
-1.00	+18.57	+21.44
-1.00	+16.84	+21.34
-1.00	+11.24	+20.86
-1.00	+14.52	+19.44
-1.00	+15.64	+16.71
-1.00	+15.16	+13.52
-1.00	+21.34	+26.66
-1.00	+19.06	+19.17
-1.00	+12.50	+17.49
-1.00	+15.23	+20.31
-1.00	+10.25	+16.59
-1.00	+21.37	+20.59
-1.00	+17.82	+23.81
-1.00	+16.48	+18.78
-1.00	+12.72	+17.63
-1.00	+20.32	+23.07
-1.00	+13.71	+22.72
-1.00	+12.68	+14.96
-1.00	+16.97	+18.65
-1.00	+17.56	+21.46
-1.00	+9.58	+15.90
-1.00	+18.09	+22.42
-1.00	+8.56	+19.88
-1.00	+13.25	+17.30
-1.00	+11.12	+20.25
-1.00	+16.42	+18.21
-1.00	+12.94	+15.13
-1.00	+11.83	+18.79
-1.00	+13.78	+20.44
-1.00	+10.51	+16.45
-1.00	+16.50	+20.92
-1.00	+11.95	+13.99
-1.00	+14.60	+19.69
-1.00	+17.93	+15.09
-1.00	+15.13	+18.61
-1.00	+17.46	+21.46
-1.00	+15.09	+21.58
-1.00	+16.15	+21.24
-1.00	+15.98	+17.43
