+1.00	+22.34	+20.90
+1.00	+17.47	+19.75
+1.00	+18.68	+17.62
+1.00	+23.40	+20.91
+1.00	+22.32	+19.59
+1.00	+20.51	+23.26
+1.00	+19.89	+13.98
+1.00	+20.96	+17.05
+1.00	+17.74	+26.98
+1.00	+23.07	+21.16
+1.00	+16.59	+22.53
+1.00	+12.93	+15.35
+1.00	+19.27	+13.38
+1.00	+14.31	+25.51
+1.00	+16.60	+21.97
+1.00	+25.90	+20.59
+1.00	+20.23	+19.15
+1.00	+17.73	+18.63
+1.00	+17.99	+19.31
+1.00	+16.16	+16.47
+1.00	+19.48	+20.23
+1.00	+18.94	+16.07
+1.00	+20.47	+26.84
+1.00	+25.27	+23.85
+1.00	+22.29	+21.98
+1.00	+19.50	+22.15
+1.00	+21.25	+19.36
+1.00	+18.69	+23.96
+1.00	+21.22	+20.17
+1.00	+25.15	+15.33
+1.00	+16.32	+17.57
+1.00	+15.86	+17.16
+1.00	+18.95	+19.05
+1.00	+28.90	+13.69
+1.00	+14.33	+24.77
+1.00	+24.23	+21.25
+1.00	+23.50	+16.51
+1.00	+23.28	+22.41
+1.00	+17.65	+18.46
+1.00	+18.59	+24.90
+1.00	+21.67	+18.66
+1.00	+22.66	+23.18
+1.00	+14.93	+22.89
+1.00	+16.42	+14.47
+1.00	+24.12	+20.51
+1.00	+18.96	+16.48
+1.00	+22.36	+21.80
+1.00	+13.67	+19.21
+1.00	+22.19	+18.36
+1.00	+16.85	+20.04
+1.00	+24.22	+16.22
+1.00	+20.35	+20.26
+1.00	+20.86	+18.74
+1.00	+19.83	+25.07
+1.00	+18.57	+21.87
+1.00	+21.17	+22.65
+1.00	+19.69	+16.62
+1.00	+17.88	+23.57
+1.00	+18.45	+25.38
+1.00	+21.65	+17.68
+1.00	+22.36	+19.33
+1.00	+15.48	+20.91
+1.00	+10.59	+22.82
+1.00	+21.02	+22.32
+1.00	+18.64	+17.78
+1.00	+22.12	+18.05
+1.00	+21.89	+19.80
+1.00	+23.57	+22.51
+1.00	+20.93	+20.08
+1.00	+21.26	+23.85
+1.00	+19.73	+21.69
+1.00	+23.01	+16.85
+1.00	+25.58	+17.08
+1.00	+21.65	+21.74
+1.00	+18.06	+19.69
+1.00	+19.35	+21.93
+1.00	+18.66	+21.08
+1.00	+18.96	+16.59
+1.00	+16.44	+22.89
+1.00	+19.05	+18.41
+1.00	+21.91	+22.50
+1.00	+22.91	+22.13
+1.00	+18.12	+20.28
+1.00	+17.15	+21.22
+1.00	+23.96	+19.18
+1.00	+20.89	+16.35
+1.00	+21.10	+19.46
+1.00	+16.39	+14.99
+1.00	+16.85	+20.16
+1.00	+21.01	+23.45
+1.00	+22.10	+17.20
+1.00	+17.34	+17.97
+1.00	+18.59	+24.33
+1.00	+17.27	+20.87
+1.00	+16.05	+22.02
+1.00	+24.56	+19.66
+1.00	+22.56	+19.56
+1.00	+19.13	+12.72
+1.00	+17.93	+16.62
+1.00	+25.23	+14.59
